"PPN","title","subtitle","name 1 display","name 1 family","name 1 given","name 1 role","publication place","publication date","publisher","language","name 2 given","name 2 part","name 2 family","name 2 role","name 3 display","name 3 role","number of pages","classification of the Zentrales Verzeichnis Digitalisierter Drucker","DDC classification","MARC genre terms","PPN of physical work","licence","access condition","PURL","file","groundtruth","classification"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000466_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000390_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000489_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000189_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000105_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000493_0.jpg","Abbildung,Initiale","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000013_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000182_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000242_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000467_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000295_0.jpg","Abbildung","Initiale"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000433_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000303_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000032_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000129_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000448_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000165_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000396_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000237_0.jpg","Abbildung,Initiale","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000332_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000372_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000052_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000054_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000008_0.jpg","-0","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000444_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000158_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000236_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000155_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000034_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000085_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000284_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000111_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000262_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000512_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000084_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000487_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000033_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000193_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000427_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000019_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000078_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000285_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000250_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000196_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000134_0.jpg","Abbildung","Karte"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000274_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000048_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000360_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000063_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000123_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000353_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000423_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000480_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000520_0.jpg","Abbildung,Initiale","Initiale"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000321_0.jpg","Abbildung","Abbildung"
"PPN1845189213","H. C. Andersen's sämmtliche Märchen",,"Andersen, Hans Christian","Andersen","Hans Christian","aut","Leipzig","1875","Ernst Julius Günther","ger","Julius",,"Reuscher","trl",,"ill","529","Kinder- und Jugendbücher","398.2","Anthologie, Kinderbuch","PPN412124440","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00034B2A00000000","data/PPN1845189213/00000195_0.jpg","Abbildung","Abbildung"
"PPN1826809546","Freundliche Stimmen an Kinderherzen oder Erweckungen zur Gottseligkeit für das zarteste Alter","in Erzählungen, Liedern und Bibelsprüchen ; Zusammengestellt nach den vier Jahreszeiten für Schule und Haus","Hänel, Johann Friedrich","Hänel","Johann Friedrich","aut","Breslau","1844","bei Graß, Barth und Comp.","ger",,,,"pbl","Deutsche Forschungsgemeinschaft","fnd","315","Kinder- und Jugendbücher",,"Anthologie","PPN359232264","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00033F0F00000000","data/PPN1826809546/00000006_0.jpg","Abbildung","Abbildung"
"PPN179828023X","Der erzählende Hausfreund","ein Familien-Buch zunächst für die reifere Jugend gesammelt","Häglsperger, Franz Seraph","Häglsperger","Franz Seraph","aut","München","1828","Giel","ger","Carl",,"Schleich","egr","Deutsche Forschungsgemeinschaft","fnd","277","Kinder- und Jugendbücher","833.6","Jugendbuch","PPN558969011","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB00032BC100000000","data/PPN179828023X/00000006_0.jpg","Abbildung","Abbildung"
"PPN1806932091","Feierstunden oder Erzählungen und Mährchen für Geist und Herz","für die gebildete Jugend von 10 bis 14 Jahren","Schoppe, Amalie","Schoppe","Amalie","aut","Leipzig","1834","Taubert","ger","Ernst Wilhelm",,"Straßberger","ill",,"ill","281","Kinder- und Jugendbücher",,"Anthologie, Jugendbuch","PPN280068522","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB000330C300000000","data/PPN1806932091/00000001_0.jpg","Ornament","Ornament"
"PPN1806932091","Feierstunden oder Erzählungen und Mährchen für Geist und Herz","für die gebildete Jugend von 10 bis 14 Jahren","Schoppe, Amalie","Schoppe","Amalie","aut","Leipzig","1834","Taubert","ger","Ernst Wilhelm",,"Straßberger","ill",,"ill","281","Kinder- und Jugendbücher",,"Anthologie, Jugendbuch","PPN280068522","Public Domain Mark 1.0","open access","https://resolver.staatsbibliothek-berlin.de/SBB000330C300000000","data/PPN1806932091/00000007_0.jpg","-0","Abbildung"
